Enrollment_ID,Student_ID,Course_Name,Attendance,Grade,Credits
E2749,S9908,Communication Skills,85,58,3
E2750,S2002,Communication Skills,68,90,4
E2751,S7034,Programming,79,54,3
E2752,S11997,Programming,85,68,3
E2753,S9225,Statistics,77,50,3
E2754,S1563,AI Basics,87,79,3
E2755,S12275,Communication Skills,75,61,3
E2756,S10508,Programming,84,68,3
E2757,S1311,AI Basics,95,66,4
E2758,S13866,Math,74,76,3
E2759,S2883,Communication Skills,94,77,3
E2760,S8068,Programming,87,54,3
E2761,S9089,AI Basics,62,94,3
E2762,S6630,Statistics,81,64,4
E2763,S6291,AI Basics,90,77,4
E2764,S6127,AI Basics,71,55,3
E2765,S5206,Statistics,80,81,3
E2766,S9557,AI Basics,67,87,4
E2767,S14211,Programming,64,92,3
E2768,S12059,Communication Skills,98,84,3
E2769,S3695,Math,75,67,3
E2770,S9424,Statistics,66,63,4
E2771,S7115,AI Basics,75,91,3
E2772,S11793,Programming,76,82,3
E2773,S9500,Programming,69,54,3
E2774,S3488,AI Basics,68,84,4
E2775,S5787,Programming,88,57,4
E2776,S13870,Math,62,78,3
E2777,S7323,Math,70,90,3
E2778,S2033,Statistics,87,52,4
E2779,S10076,Programming,78,96,3
E2780,S9183,AI Basics,71,51,4
E2781,S11698,Communication Skills,98,68,3
E2782,S6369,Programming,64,64,3
E2783,S8712,Communication Skills,98,53,3
E2784,S6990,Programming,90,63,3
E2785,S9911,Math,73,79,4
E2786,S14010,Statistics,90,76,4
E2787,S10983,Statistics,61,58,4
E2788,S8933,Programming,98,51,4
E2789,S8041,Statistics,77,96,4
E2790,S12939,Math,89,72,3
E2791,S6023,Communication Skills,97,92,4
E2792,S11465,Statistics,80,88,4
E2793,S12739,Programming,76,72,4
E2794,S1773,Programming,89,64,4
E2795,S7830,Statistics,94,97,3
E2796,S7261,Programming,77,89,4
E2797,S5911,Statistics,91,78,4
E2798,S3006,Statistics,98,76,3
E2799,S2095,Communication Skills,85,51,3
E2800,S10253,AI Basics,99,76,3
E2801,S13293,AI Basics,99,66,3
E2802,S6836,AI Basics,93,51,3
E2803,S9919,Programming,84,64,4
E2804,S8182,Math,61,85,4
E2805,S7550,Communication Skills,100,59,4
E2806,S14351,Statistics,91,50,4
E2807,S11382,Statistics,67,57,3
E2808,S1098,Programming,75,89,3
E2809,S14644,Communication Skills,94,90,4
E2810,S1969,Math,62,95,4
E2811,S1880,AI Basics,86,69,4
E2812,S14709,Math,83,82,3
E2813,S10423,Programming,94,97,3
E2814,S2470,AI Basics,96,59,3
E2815,S1565,Programming,74,88,4
E2816,S12347,AI Basics,89,75,4
E2817,S14366,Math,65,94,3
E2818,S10573,Programming,66,74,4
E2819,S4680,AI Basics,84,84,3
E2820,S4676,Programming,82,50,3
E2821,S12795,Statistics,66,92,4
E2822,S2998,Programming,61,81,3
E2823,S7158,Communication Skills,77,57,3
E2824,S6874,AI Basics,75,87,4
E2825,S11895,Statistics,98,97,3
E2826,S4327,Communication Skills,73,87,4
E2827,S3475,Math,62,80,3
E2828,S4364,Programming,95,79,4
E2829,S6738,AI Basics,94,90,4
E2830,S11615,Math,62,75,4
E2831,S2252,AI Basics,81,53,4
E2832,S2330,Communication Skills,82,74,3
E2833,S4358,Programming,95,73,4
E2834,S3394,AI Basics,87,97,3
E2835,S14577,Programming,97,57,4
E2836,S9102,AI Basics,82,63,4
E2837,S9526,Programming,65,66,4
E2838,S14952,AI Basics,80,95,3
E2839,S13069,AI Basics,68,86,4
E2840,S10647,Math,71,80,3
E2841,S9423,Communication Skills,78,69,3
E2842,S1961,Programming,71,70,3
E2843,S8866,Statistics,83,93,4
E2844,S5482,Statistics,99,88,4
E2845,S7427,Communication Skills,98,75,4
E2846,S6653,Math,66,97,3
E2847,S3418,Programming,96,94,3
E2848,S2419,Statistics,84,74,3
E2849,S9657,Statistics,94,61,4
E2850,S13371,Math,63,77,3
E2851,S11749,Statistics,74,91,3
E2852,S4222,Statistics,71,80,3
E2853,S9914,AI Basics,85,67,4
E2854,S8446,Math,85,99,4
E2855,S10523,Math,62,60,4
E2856,S1726,Programming,62,85,3
E2857,S2799,Math,78,59,4
E2858,S14479,AI Basics,94,75,4
E2859,S7908,AI Basics,74,50,4
E2860,S4967,Math,68,55,4
E2861,S3657,Communication Skills,89,53,4
E2862,S5937,Programming,63,84,4
E2863,S8350,Communication Skills,87,72,3
E2864,S7575,Math,87,97,4
E2865,S8611,Programming,74,86,4
E2866,S10834,Math,68,93,4
E2867,S13697,AI Basics,60,60,4
E2868,S14752,Statistics,85,72,4
E2869,S9804,Math,71,87,4
E2870,S13118,AI Basics,77,79,3
E2871,S6537,Communication Skills,63,53,3
E2872,S12319,Communication Skills,83,76,3
E2873,S5938,Programming,68,74,4
E2874,S7093,AI Basics,95,92,4
E2875,S12364,Math,63,80,4
E2876,S14612,AI Basics,66,97,4
E2877,S8248,Statistics,79,57,3
E2878,S10913,Programming,70,98,4
E2879,S7221,Programming,98,95,3
E2880,S10424,Programming,84,98,4
E2881,S7947,Statistics,78,62,3
E2882,S13664,Communication Skills,86,75,3
E2883,S9664,Communication Skills,93,86,3
E2884,S5570,Statistics,79,91,3
E2885,S7521,Statistics,83,87,3
E2886,S12395,Math,90,82,4
E2887,S5110,AI Basics,80,93,3
E2888,S1859,Communication Skills,76,73,3
E2889,S5700,Communication Skills,64,63,4
E2890,S1820,Programming,94,57,4
E2891,S7741,AI Basics,94,64,3
E2892,S11975,Communication Skills,74,54,3
E2893,S9003,Statistics,78,83,3
E2894,S12564,AI Basics,84,98,4
E2895,S13889,Statistics,96,89,3
E2896,S13822,Math,91,87,3
E2897,S4346,Statistics,91,75,3
E2898,S14113,Communication Skills,94,67,3
E2899,S4474,AI Basics,75,71,4
E2900,S6307,Communication Skills,94,65,4
E2901,S12210,Communication Skills,60,60,4
E2902,S1486,Communication Skills,85,61,3
E2903,S6976,Math,66,77,3
E2904,S2616,Communication Skills,64,68,3
E2905,S10307,Statistics,81,72,4
E2906,S4807,Math,92,88,3
E2907,S7916,Communication Skills,100,69,4
E2908,S2955,Math,77,72,4
E2909,S7461,Communication Skills,69,93,4
E2910,S12193,Programming,70,92,4
E2911,S7836,Statistics,72,87,4
E2912,S9956,Statistics,90,72,3
E2913,S2081,Communication Skills,62,89,3
E2914,S7609,AI Basics,75,87,3
E2915,S6801,Communication Skills,62,78,3
E2916,S1756,AI Basics,88,68,3
E2917,S14129,Programming,77,81,3
E2918,S7625,Math,72,99,3
E2919,S10328,Programming,62,81,4
E2920,S8131,Programming,84,95,3
E2921,S3633,Programming,77,87,3
E2922,S8623,Communication Skills,60,97,3
E2923,S9249,Communication Skills,95,62,4
E2924,S11028,Programming,91,90,4
E2925,S12193,Programming,69,74,4
E2926,S6632,Statistics,72,75,3
E2927,S3325,Programming,85,95,3
E2928,S13951,Statistics,95,62,4
E2929,S4066,Math,82,85,4
E2930,S6697,Programming,99,60,4
E2931,S8218,Programming,98,92,4
E2932,S14083,Communication Skills,90,86,3
E2933,S10061,Communication Skills,78,58,3
E2934,S4441,Math,65,76,3
E2935,S11783,Math,86,67,3
E2936,S10795,Math,74,68,4
E2937,S11497,Math,69,69,3
E2938,S3265,Communication Skills,91,57,3
E2939,S1220,Communication Skills,98,55,3
E2940,S2002,AI Basics,82,68,4
E2941,S9339,Math,79,76,4
E2942,S4879,AI Basics,80,69,4
E2943,S11898,Math,79,68,4
E2944,S2709,Statistics,99,79,3
E2945,S7602,Math,95,68,3
E2946,S9515,AI Basics,94,51,3
E2947,S10556,AI Basics,95,75,3
E2948,S10564,AI Basics,84,94,4
E2949,S11364,AI Basics,91,61,4
E2950,S9261,Statistics,67,80,3
E2951,S2250,AI Basics,100,66,4
E2952,S1139,AI Basics,90,54,4
E2953,S6542,Statistics,64,55,4
E2954,S5805,Communication Skills,82,70,4
E2955,S12295,AI Basics,81,74,4
E2956,S1110,Communication Skills,96,61,3
E2957,S13637,Math,94,55,3
E2958,S1753,Statistics,89,76,3
E2959,S9117,Statistics,85,75,3
E2960,S1187,Math,72,60,3
E2961,S2336,Statistics,90,63,4
E2962,S9955,Programming,81,67,4
E2963,S13816,AI Basics,65,91,4
E2964,S12420,Statistics,65,74,4
E2965,S9912,Math,69,99,4
E2966,S9008,Programming,71,89,4
E2967,S11182,Programming,68,81,4
E2968,S5040,Statistics,65,77,3
E2969,S6431,AI Basics,61,82,3
E2970,S8448,AI Basics,85,62,4
E2971,S10099,Math,85,74,4
E2972,S4560,Math,94,81,4
E2973,S9071,Programming,60,71,3
E2974,S10445,Communication Skills,100,82,4
E2975,S8362,Communication Skills,71,69,4
E2976,S2534,Communication Skills,71,59,4
E2977,S5071,AI Basics,73,68,4
E2978,S3351,Statistics,62,65,3
E2979,S4212,Math,95,65,3
E2980,S9656,Programming,71,86,4
E2981,S4506,Communication Skills,90,66,3
E2982,S9958,AI Basics,72,52,3
E2983,S2363,AI Basics,71,69,3
E2984,S10296,Programming,63,97,4
E2985,S2569,Communication Skills,68,86,4
E2986,S6683,Communication Skills,64,62,4
E2987,S5408,Programming,99,66,3
E2988,S7295,Programming,91,73,4
E2989,S8689,Statistics,66,85,3
E2990,S2102,Programming,83,54,3
E2991,S6354,Math,68,78,4
E2992,S10932,Communication Skills,84,99,3
E2993,S9411,Communication Skills,93,50,3
E2994,S11498,Communication Skills,73,69,3
E2995,S2123,Math,72,64,3
E2996,S8856,Statistics,100,54,3
E2997,S2539,Math,81,81,3
E2998,S10217,Statistics,100,79,3
E2999,S6167,Communication Skills,94,60,4
E3000,S9278,Programming,98,59,4
E3001,S14686,AI Basics,77,73,4
E3002,S2068,AI Basics,98,54,4
E3003,S2764,Math,79,98,4
E3004,S2672,Statistics,70,70,4
E3005,S14305,Communication Skills,67,96,3
E3006,S4941,AI Basics,93,91,4
E3007,S2607,Statistics,85,61,3
E3008,S6300,Math,84,75,3
E3009,S5549,Communication Skills,62,58,3
E3010,S10522,Communication Skills,80,90,3
E3011,S4905,Math,68,58,4
E3012,S5595,Communication Skills,89,72,4
E3013,S8917,AI Basics,91,99,3
E3014,S10703,Programming,61,65,4
E3015,S9869,Programming,68,61,4
E3016,S9586,Programming,83,94,4
E3017,S12360,Statistics,65,73,3
E3018,S7781,AI Basics,71,85,3
E3019,S12117,AI Basics,75,94,3
E3020,S9378,Communication Skills,79,86,3
E3021,S14613,Programming,92,51,3
E3022,S12716,Programming,76,64,3
E3023,S12464,Statistics,99,58,4
E3024,S11767,Communication Skills,74,79,4
E3025,S9456,Communication Skills,62,67,3
E3026,S1754,Statistics,74,62,4
E3027,S7260,Programming,80,66,4
E3028,S5644,Communication Skills,65,94,3
E3029,S1339,Programming,60,73,4
E3030,S10287,AI Basics,87,51,3
E3031,S10072,Communication Skills,80,51,3
E3032,S14573,Communication Skills,80,69,3
E3033,S5329,Statistics,81,57,3
E3034,S2853,Programming,96,53,3
E3035,S8259,Statistics,91,87,3
E3036,S8026,Math,74,77,3
E3037,S13035,Statistics,75,83,4
E3038,S14810,Statistics,78,87,4
E3039,S7688,Programming,61,52,4
E3040,S3116,AI Basics,94,56,3
E3041,S6503,Statistics,76,87,3
E3042,S1419,Communication Skills,83,66,3
E3043,S5938,Programming,86,57,3
E3044,S7307,AI Basics,98,90,4
E3045,S3736,Communication Skills,67,59,4
E3046,S6931,Statistics,89,92,4
E3047,S11063,Programming,96,94,4
E3048,S14837,Programming,93,90,3
E3049,S2268,Statistics,92,69,3
E3050,S2490,Communication Skills,98,64,4
E3051,S10644,Statistics,87,57,4
E3052,S8778,Communication Skills,66,90,4
E3053,S4458,Statistics,81,58,4
E3054,S9316,Programming,65,72,4
E3055,S10208,Statistics,61,88,4
E3056,S12558,Math,89,73,3
E3057,S4137,AI Basics,62,86,4
E3058,S3655,Math,66,93,3
E3059,S9136,Programming,83,96,3
E3060,S11157,Math,62,58,4
E3061,S12258,Programming,87,68,3
E3062,S4935,Math,97,83,4
E3063,S6303,AI Basics,93,70,4
E3064,S9438,Math,72,52,3
E3065,S3518,AI Basics,67,81,4
E3066,S14920,Programming,86,80,4
E3067,S7164,Communication Skills,92,66,4
E3068,S9476,Math,97,95,4
E3069,S6868,AI Basics,70,58,3
E3070,S2902,Programming,60,75,3
E3071,S8329,Statistics,65,74,4
E3072,S4912,Communication Skills,77,66,3
E3073,S10805,AI Basics,85,66,3
E3074,S2456,Communication Skills,86,88,4
E3075,S13756,Math,85,95,4
E3076,S7622,Statistics,82,75,4
E3077,S8882,AI Basics,76,51,4
E3078,S3691,AI Basics,60,50,4
E3079,S6531,Math,63,90,3
E3080,S4080,Communication Skills,89,59,3
E3081,S14812,Math,91,99,4
E3082,S4762,Math,70,62,4
E3083,S6993,Statistics,91,51,4
E3084,S9969,AI Basics,73,77,4
E3085,S3494,Communication Skills,61,55,4
E3086,S13729,Programming,76,74,4
E3087,S14504,Math,86,97,4
E3088,S7389,AI Basics,99,82,3
E3089,S1617,AI Basics,94,64,3
E3090,S9738,Statistics,95,53,3
E3091,S7886,AI Basics,60,53,3
E3092,S14235,Math,70,87,4
E3093,S9208,Math,89,75,4
E3094,S12646,Math,100,84,4
E3095,S13241,Math,74,86,4
E3096,S8754,Programming,62,66,4
E3097,S2405,AI Basics,71,74,3
E3098,S11017,Communication Skills,88,97,4
E3099,S8244,Programming,87,93,3
E3100,S3849,Math,68,87,4
E3101,S6601,AI Basics,85,84,3
E3102,S8129,Statistics,95,66,4
E3103,S2447,Math,84,96,4
E3104,S8155,Programming,93,57,4
E3105,S9473,Programming,62,66,4
E3106,S12563,Math,84,92,4
E3107,S12913,AI Basics,94,72,3
E3108,S6104,Communication Skills,82,97,3
E3109,S6952,AI Basics,100,75,3
E3110,S7239,Math,89,59,3
E3111,S8374,Math,64,89,4
E3112,S8669,Programming,85,76,4
E3113,S9988,Communication Skills,61,59,3
E3114,S7244,Communication Skills,97,93,3
E3115,S9942,Communication Skills,70,53,3
E3116,S11432,AI Basics,78,87,3
E3117,S8667,Programming,95,82,3
E3118,S10667,Communication Skills,61,91,4
E3119,S7154,AI Basics,88,98,4
E3120,S13452,Statistics,95,76,3
E3121,S7255,Communication Skills,70,64,3
E3122,S2253,Communication Skills,95,90,4
E3123,S5583,Programming,90,72,4
E3124,S12220,Math,84,59,4
E3125,S2624,AI Basics,70,78,4
E3126,S10053,Programming,95,53,3
E3127,S5704,Communication Skills,85,64,4
E3128,S11980,Communication Skills,74,92,3
E3129,S6288,AI Basics,89,58,3
E3130,S3380,Statistics,87,97,4
E3131,S12224,Programming,84,61,3
E3132,S4677,AI Basics,79,84,4
E3133,S6652,Programming,65,54,3
E3134,S12731,Communication Skills,62,60,3
E3135,S5770,Programming,95,50,4
E3136,S9213,Programming,82,78,4
E3137,S7438,Communication Skills,86,74,3
E3138,S7687,Communication Skills,95,64,3
E3139,S7118,Programming,63,79,3
E3140,S11319,AI Basics,70,85,3
E3141,S7746,Communication Skills,62,80,3
E3142,S2964,Statistics,70,55,3
E3143,S6087,Statistics,81,97,4
E3144,S2004,Math,90,84,4
E3145,S12052,Math,70,81,3
E3146,S5452,Communication Skills,100,82,4
E3147,S8326,Statistics,81,77,4
E3148,S14337,AI Basics,72,84,4
E3149,S14524,Programming,68,53,3
E3150,S8761,Communication Skills,92,73,4
E3151,S7837,Math,85,50,4
E3152,S6441,Communication Skills,62,55,4
E3153,S12953,Programming,60,72,3
E3154,S10998,Statistics,89,85,4
E3155,S4910,Math,95,73,3
E3156,S1763,Communication Skills,62,85,4
E3157,S8820,Programming,91,98,3
E3158,S2817,Math,78,79,4
E3159,S7247,AI Basics,90,96,4
E3160,S9680,Statistics,73,81,3
E3161,S8494,Programming,87,82,4
E3162,S4009,Programming,75,76,3
E3163,S9946,Programming,87,53,3
E3164,S10329,Programming,69,84,4
E3165,S2479,AI Basics,62,67,4
E3166,S11781,Statistics,78,60,4
E3167,S2568,Math,84,58,4
E3168,S12901,Statistics,99,61,3
E3169,S2297,Programming,76,63,4
E3170,S9957,Communication Skills,88,80,3
E3171,S11343,Math,90,68,3
E3172,S3445,Programming,61,96,3
E3173,S14832,Communication Skills,82,87,4
E3174,S8251,Math,69,72,3
E3175,S5701,Communication Skills,66,72,3
E3176,S11098,AI Basics,88,65,3
E3177,S3725,Communication Skills,86,77,3
E3178,S9502,Programming,90,81,3
E3179,S9826,Statistics,77,55,3
E3180,S11980,Statistics,61,60,3
E3181,S13332,Communication Skills,64,51,4
E3182,S6634,Math,70,96,3
E3183,S13306,AI Basics,100,74,3
E3184,S1811,Math,94,58,3
E3185,S2362,AI Basics,86,75,3
E3186,S11272,Statistics,73,99,3
E3187,S9938,Statistics,94,71,3
E3188,S2363,Math,81,54,3
E3189,S14260,Communication Skills,97,75,4
E3190,S4736,Statistics,66,82,3
E3191,S6262,Math,69,75,4
E3192,S1568,Communication Skills,69,73,3
E3193,S10628,AI Basics,73,87,3
E3194,S8133,AI Basics,68,79,3
E3195,S11381,AI Basics,62,90,3
E3196,S12908,AI Basics,74,76,4
E3197,S6446,AI Basics,74,56,4
E3198,S8814,Programming,78,63,4
E3199,S9831,Communication Skills,76,74,3
E3200,S12050,Math,76,83,3
E3201,S11833,Math,61,60,3
E3202,S3335,Programming,91,77,3
E3203,S11884,Math,84,50,4
E3204,S1682,Communication Skills,87,62,3
E3205,S7143,Programming,79,54,4
E3206,S1626,AI Basics,83,75,3
E3207,S1042,Communication Skills,64,67,3
E3208,S5894,Math,64,90,4
E3209,S4683,Math,64,74,3
E3210,S11845,Math,95,85,3
E3211,S5902,Communication Skills,94,56,4
E3212,S1479,Communication Skills,68,82,3
E3213,S13697,Programming,73,61,3
E3214,S7411,Math,91,97,4
E3215,S2617,Communication Skills,83,73,4
E3216,S6232,Programming,66,65,4
E3217,S8647,AI Basics,86,51,3
E3218,S10177,Programming,95,95,4
E3219,S1483,Statistics,61,53,3
E3220,S13839,Statistics,84,79,4
E3221,S10468,Communication Skills,83,74,3
E3222,S2944,AI Basics,87,52,3
E3223,S6426,Math,80,90,4
E3224,S1594,Math,90,68,4
E3225,S9024,Math,92,86,4
E3226,S14043,AI Basics,90,83,4
E3227,S6482,Statistics,61,80,4
E3228,S10060,Math,84,63,4
E3229,S9185,Communication Skills,78,52,4
E3230,S1017,Programming,95,66,3
E3231,S11150,Communication Skills,64,51,4
E3232,S4148,Programming,60,67,4
E3233,S14568,Math,91,77,3
E3234,S14029,AI Basics,75,52,3
E3235,S8462,Math,66,69,3
E3236,S8260,AI Basics,70,74,4
E3237,S2792,AI Basics,81,94,4
E3238,S5802,Programming,60,74,4
E3239,S3857,Statistics,92,97,4
E3240,S7202,Communication Skills,100,57,4
E3241,S14404,Statistics,99,89,3
E3242,S5416,Programming,70,62,4
E3243,S3688,Communication Skills,60,52,3
E3244,S4544,Communication Skills,76,93,3
E3245,S8090,AI Basics,73,65,3
E3246,S3425,AI Basics,85,56,3
E3247,S8639,Math,78,90,4
E3248,S13303,Programming,73,61,4
E3249,S4664,Statistics,65,76,3
E3250,S5498,Math,85,90,3
E3251,S9019,Math,66,95,4
E3252,S12280,Math,88,99,4
E3253,S5590,Math,89,77,3
E3254,S3534,Math,78,96,4
E3255,S5353,AI Basics,60,96,3
E3256,S13007,Math,69,76,3
E3257,S12666,Programming,64,97,3
E3258,S14308,AI Basics,64,79,3
E3259,S13773,AI Basics,70,63,4
E3260,S7473,Math,95,98,4
E3261,S11156,Communication Skills,64,88,4
E3262,S8838,AI Basics,98,87,4
E3263,S13699,Statistics,66,74,4
E3264,S7100,Math,97,83,4
E3265,S7002,Communication Skills,84,80,4
E3266,S8260,Communication Skills,89,91,4
E3267,S10894,Communication Skills,79,60,3
E3268,S3862,AI Basics,95,79,3
E3269,S11090,Communication Skills,69,69,3
E3270,S8163,Statistics,99,82,4
E3271,S12728,Programming,67,95,4
E3272,S5585,Statistics,73,77,3
E3273,S2431,Programming,66,90,3
E3274,S1461,Statistics,97,95,3
E3275,S1380,Programming,68,83,3
E3276,S11020,Math,96,64,4
E3277,S9304,Math,71,92,4
E3278,S3604,AI Basics,89,74,4
E3279,S1251,Communication Skills,85,67,3
E3280,S10030,AI Basics,92,51,3
E3281,S5452,Statistics,99,54,3
E3282,S14803,Programming,61,64,4
E3283,S4711,Programming,84,77,3
E3284,S14304,Math,98,94,4
E3285,S3540,Statistics,63,70,3
E3286,S2575,Statistics,69,73,3
E3287,S13709,AI Basics,69,88,4
E3288,S12901,Statistics,73,58,3
E3289,S12162,AI Basics,74,72,4
E3290,S11481,AI Basics,77,96,4
E3291,S3833,Math,94,64,3
E3292,S14702,Math,63,81,3
E3293,S11652,Programming,100,82,4
E3294,S2743,Programming,79,96,3
E3295,S2040,Math,93,73,4
E3296,S10815,Math,63,65,3
E3297,S1903,Communication Skills,100,81,3
E3298,S7428,AI Basics,78,98,3
E3299,S7454,AI Basics,96,73,4
E3300,S4390,Communication Skills,85,95,3
E3301,S9721,Communication Skills,97,72,4
E3302,S4373,Math,82,61,4
E3303,S8293,Programming,77,74,3
E3304,S5205,Communication Skills,62,52,4
E3305,S9858,Communication Skills,82,84,3
E3306,S3701,Programming,91,99,4
E3307,S4807,Math,70,65,4
E3308,S8071,Math,96,92,3
E3309,S8101,Communication Skills,66,67,4
E3310,S8669,Programming,95,79,4
E3311,S3444,AI Basics,81,80,4
E3312,S11982,Communication Skills,86,97,3
E3313,S6569,Programming,100,75,4
E3314,S11746,Programming,94,64,4
E3315,S13364,AI Basics,71,94,3
E3316,S5856,Communication Skills,75,96,3
E3317,S6669,Statistics,99,68,3
E3318,S11815,Statistics,68,58,3
E3319,S9319,Math,92,67,4
E3320,S2481,Math,79,72,3
E3321,S7716,Math,64,88,3
E3322,S1772,Math,100,90,3
E3323,S6091,Math,83,68,3
E3324,S8422,AI Basics,100,66,4
E3325,S13997,AI Basics,69,53,4
E3326,S8146,Programming,94,79,4
E3327,S3610,Communication Skills,89,69,4
E3328,S7294,Programming,64,99,4
E3329,S3071,Communication Skills,96,65,4
E3330,S14473,Communication Skills,97,98,4
E3331,S6812,Communication Skills,78,69,3
E3332,S10182,Math,71,94,4
E3333,S8855,Programming,82,65,4
E3334,S7183,AI Basics,67,68,3
E3335,S3474,Statistics,63,62,4
E3336,S10932,Statistics,71,98,4
E3337,S6367,Math,66,50,4
E3338,S7841,Statistics,67,88,4
E3339,S1692,Statistics,93,58,4
E3340,S3448,Math,77,53,3
E3341,S12432,Programming,85,55,4
E3342,S8093,AI Basics,61,86,4
E3343,S12453,Programming,71,69,4
E3344,S6161,AI Basics,84,99,4
E3345,S9513,Statistics,61,61,3
E3346,S4568,Programming,61,92,3
E3347,S7343,Programming,64,93,3
E3348,S14900,Statistics,73,58,3
E3349,S14813,Statistics,84,65,3
E3350,S10200,Statistics,60,58,3
E3351,S12647,Programming,92,90,4
E3352,S3214,Math,80,80,4
E3353,S11820,Programming,88,93,4
E3354,S7439,Communication Skills,83,69,3
E3355,S3132,Programming,67,56,4
E3356,S3016,Communication Skills,76,59,3
E3357,S6148,Statistics,70,88,4
E3358,S3514,Communication Skills,78,90,3
E3359,S8982,Communication Skills,63,60,3
E3360,S11098,Math,99,86,4
E3361,S13839,AI Basics,76,94,3
E3362,S1002,AI Basics,60,56,4
E3363,S5969,Programming,69,73,4
E3364,S6168,Programming,65,76,3
E3365,S13957,Statistics,93,57,3
E3366,S4193,Programming,63,89,4
E3367,S2545,Communication Skills,98,96,3
E3368,S11737,Statistics,73,69,3
E3369,S6479,Math,96,64,3
E3370,S13633,Statistics,67,61,3
E3371,S12908,AI Basics,67,97,4
E3372,S5660,Math,65,55,4
E3373,S4338,AI Basics,83,98,4
E3374,S9482,Programming,71,78,4
E3375,S9272,Programming,87,51,4
E3376,S4903,Statistics,95,76,4
E3377,S12902,Statistics,94,84,4
E3378,S13939,Programming,64,88,4
E3379,S10110,Programming,91,58,3
E3380,S12517,Programming,83,94,4
E3381,S6257,AI Basics,64,57,4
E3382,S9960,Math,97,50,3
E3383,S2051,AI Basics,76,73,4
E3384,S4032,Statistics,97,77,4
E3385,S12957,Math,67,71,4
E3386,S5513,AI Basics,73,71,3
E3387,S5757,Programming,75,66,3
E3388,S14773,AI Basics,73,78,3
E3389,S6633,Math,91,97,3
E3390,S3197,Math,76,69,4
E3391,S11889,Programming,63,69,3
E3392,S4343,Communication Skills,89,86,4
E3393,S7494,Communication Skills,72,97,4
E3394,S1756,AI Basics,91,64,3
E3395,S9211,Communication Skills,97,92,3
E3396,S5950,Programming,93,83,4
E3397,S2127,Math,65,59,3
E3398,S3314,Programming,96,61,3
E3399,S6045,AI Basics,94,55,3
E3400,S4843,AI Basics,67,73,4
E3401,S7898,Programming,82,74,4
E3402,S10454,Programming,93,88,4
E3403,S3699,Statistics,78,81,4
E3404,S9039,Programming,97,64,4
E3405,S3371,Statistics,83,58,4
E3406,S2311,AI Basics,96,76,4
E3407,S2907,Programming,86,59,4
E3408,S6805,Statistics,75,92,3
E3409,S11655,Math,71,50,4
E3410,S11880,Communication Skills,90,67,4
E3411,S5785,Math,84,70,3
E3412,S13523,Statistics,71,85,3
E3413,S6303,Programming,87,86,3
E3414,S10319,Communication Skills,69,97,4
E3415,S6859,Programming,86,85,3
E3416,S13972,Communication Skills,62,51,4
E3417,S3388,AI Basics,87,53,4
E3418,S13538,Statistics,79,67,3
E3419,S2707,Statistics,85,83,4
E3420,S10550,Statistics,92,53,3
E3421,S7432,Statistics,88,79,3
E3422,S11722,Math,76,73,3
E3423,S6215,Math,100,98,4
E3424,S13959,AI Basics,66,98,4
E3425,S7608,Communication Skills,74,70,4
E3426,S3348,AI Basics,65,63,4
E3427,S7141,Math,66,94,4
E3428,S3300,AI Basics,83,52,3
E3429,S1268,Math,84,60,3
E3430,S3460,AI Basics,60,98,3
E3431,S5212,AI Basics,75,67,4
E3432,S5763,Programming,89,89,3
E3433,S4798,Programming,84,57,3
E3434,S12652,AI Basics,88,78,4
E3435,S8766,Programming,73,58,3
E3436,S2702,Communication Skills,88,55,4
E3437,S12014,Communication Skills,81,89,4
E3438,S11633,Programming,96,62,4
E3439,S3266,Programming,83,93,4
E3440,S4341,Programming,99,97,3
E3441,S8925,Communication Skills,98,59,4
E3442,S3272,Communication Skills,96,53,3
E3443,S4923,AI Basics,88,84,3
E3444,S5920,AI Basics,97,53,3
E3445,S9678,Programming,60,61,3
E3446,S11595,Programming,81,77,3
E3447,S2584,AI Basics,92,60,3
E3448,S6508,Programming,84,74,4
E3449,S4790,Programming,77,67,4
E3450,S14842,Math,71,96,4
E3451,S11907,Statistics,89,86,4
E3452,S1347,Statistics,89,80,4
E3453,S12538,Math,62,55,3
E3454,S13653,Statistics,73,93,4
E3455,S11317,Math,79,55,4
E3456,S5667,Math,68,84,3
E3457,S3853,Statistics,86,78,3
E3458,S2463,Statistics,94,65,4
E3459,S7298,Math,91,89,3
E3460,S14755,Statistics,72,51,3
E3461,S10051,Communication Skills,68,73,3
E3462,S11885,Math,90,60,3
E3463,S13236,Communication Skills,62,84,3
E3464,S8883,Statistics,76,57,4
E3465,S2780,Math,74,68,3
E3466,S7426,Programming,76,83,4
E3467,S4358,Communication Skills,80,50,3
E3468,S2120,Communication Skills,85,80,4
E3469,S2423,Statistics,95,90,4
E3470,S5317,AI Basics,92,75,3
E3471,S7241,Statistics,86,78,4
E3472,S13737,Communication Skills,87,68,3
E3473,S12743,Math,71,98,3
E3474,S12373,Programming,72,74,3
E3475,S12685,Statistics,75,86,4
E3476,S5850,Communication Skills,90,77,4
E3477,S13783,AI Basics,63,78,4
E3478,S12491,AI Basics,90,86,3
E3479,S6774,Programming,92,63,4
E3480,S12354,Programming,88,75,3
E3481,S14121,AI Basics,79,92,3
E3482,S12367,AI Basics,60,86,4
E3483,S13631,Statistics,77,53,3
