Student_ID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade
S3410,14,68,2,0,2,1,1,22,3,0,0,68,92,0,0,0
S3411,14,83,0,1,1,1,0,19,2,8,1,95,58,1,2,2
S3412,14,83,0,1,1,1,0,22,0,5,1,54,68,1,1,2
S3413,14,83,0,1,1,1,0,24,3,19,0,57,94,1,1,0
S3414,14,83,0,1,1,1,0,23,1,2,1,73,56,1,2,2
S3415,14,83,1,1,1,1,0,19,2,8,1,95,58,1,2,2
S3416,14,83,1,1,1,1,0,22,0,5,1,54,68,1,1,2
S3417,14,83,1,1,1,1,0,24,3,19,0,57,94,1,1,0
S3418,14,83,1,1,1,1,0,23,1,2,1,73,56,1,2,2
S3419,14,83,1,1,0,1,0,19,2,8,1,95,58,1,2,2
S3420,14,83,1,1,0,1,0,22,0,5,1,54,68,1,1,2
S3421,14,83,1,1,0,1,0,24,3,19,0,57,94,1,1,0
S3422,14,83,1,1,0,1,0,23,1,2,1,73,56,1,2,2
S3423,14,83,1,1,1,1,0,19,2,8,1,95,58,1,2,2
S3424,14,83,1,1,1,1,0,22,0,5,1,54,68,1,1,2
S3425,14,83,1,1,1,1,0,24,3,19,0,57,94,1,1,0
S3426,14,83,1,1,1,1,0,23,1,2,1,73,56,1,2,2
S3427,14,83,1,0,1,1,0,19,2,8,1,95,58,1,2,2
S3428,14,83,1,0,1,1,0,22,0,5,1,54,68,1,1,2
S3429,14,83,1,0,1,1,0,24,3,19,0,57,94,1,1,0
S3430,14,83,1,0,1,1,0,23,1,2,1,73,56,1,2,2
S3431,18,75,2,1,1,1,0,28,0,20,1,52,63,0,1,2
S3432,18,75,1,1,1,1,0,28,0,20,1,52,63,0,1,2
S3433,18,75,1,1,0,1,0,28,0,20,1,52,63,0,1,2
S3434,18,75,0,1,2,1,0,28,0,20,1,52,63,0,1,2
S3435,18,75,1,1,0,1,0,28,0,20,1,52,63,0,1,2
S3436,18,75,0,0,1,1,0,28,0,20,1,52,63,0,1,2
S3437,18,75,1,1,1,1,0,28,0,20,1,52,63,0,1,2
S3438,18,75,1,1,0,1,0,28,0,20,1,52,63,0,1,2
S3439,30,81,0,1,1,1,1,23,3,7,1,76,79,1,1,1
S3440,30,81,0,1,1,1,1,19,0,20,1,65,58,1,2,2
S3441,30,81,2,0,0,1,1,23,3,7,1,76,79,1,1,1
S3442,30,81,2,0,0,1,1,19,0,20,1,65,58,1,2,2
S3443,30,81,2,0,1,1,1,23,3,7,1,76,79,1,1,1
S3444,30,81,2,0,1,1,1,19,0,20,1,65,58,1,2,2
S3445,11,68,1,0,1,1,0,21,2,15,0,73,48,1,2,3
S3446,11,68,1,0,1,1,0,21,2,4,0,76,41,1,1,3
S3447,11,68,1,0,0,1,0,21,2,15,0,73,48,1,2,3
S3448,11,68,1,0,0,1,0,21,2,4,0,76,41,1,1,3
S3449,11,68,2,1,1,1,0,21,2,15,0,73,48,1,2,3
S3450,11,68,2,1,1,1,0,21,2,4,0,76,41,1,1,3
S3451,11,68,2,1,0,1,0,21,2,15,0,73,48,1,2,3
S3452,11,68,2,1,0,1,0,21,2,4,0,76,41,1,1,3
S3453,17,66,2,0,1,1,1,22,2,18,0,70,50,1,2,3
S3454,17,66,2,0,1,1,1,23,0,6,1,83,52,1,1,3
S3455,17,66,2,0,1,1,1,21,3,14,1,90,41,1,1,3
S3456,17,66,2,0,1,1,1,28,2,0,1,65,47,0,2,3
S3457,17,66,2,0,0,1,1,22,2,18,0,70,50,1,2,3
S3458,17,66,2,0,0,1,1,23,0,6,1,83,52,1,1,3
S3459,17,66,2,0,0,1,1,21,3,14,1,90,41,1,1,3
S3460,17,66,2,0,0,1,1,28,2,0,1,65,47,0,2,3
S3461,17,66,1,1,1,1,1,22,2,18,0,70,50,1,2,3
S3462,17,66,1,1,1,1,1,23,0,6,1,83,52,1,1,3
S3463,17,66,1,1,1,1,1,21,3,14,1,90,41,1,1,3
S3464,17,66,1,1,1,1,1,28,2,0,1,65,47,0,2,3
S3465,17,66,1,1,1,1,1,22,2,18,0,70,50,1,2,3
S3466,17,66,1,1,1,1,1,23,0,6,1,83,52,1,1,3
S3467,17,66,1,1,1,1,1,21,3,14,1,90,41,1,1,3
S3468,17,66,1,1,1,1,1,28,2,0,1,65,47,0,2,3
S3469,29,77,2,1,1,1,0,20,0,15,1,87,41,0,2,3
S3470,29,77,2,1,1,1,0,29,2,17,1,100,71,1,1,1
S3471,29,77,1,0,1,1,0,20,0,15,1,87,41,0,2,3
S3472,29,77,1,0,1,1,0,29,2,17,1,100,71,1,1,1
S3473,29,77,1,0,1,1,0,20,0,15,1,87,41,0,2,3
S3474,29,77,1,0,1,1,0,29,2,17,1,100,71,1,1,1
S3475,29,77,0,1,2,1,0,20,0,15,1,87,41,0,2,3
S3476,29,77,0,1,2,1,0,29,2,17,1,100,71,1,1,1
S3477,29,77,0,1,2,1,0,20,0,15,1,87,41,0,2,3
S3478,29,77,0,1,2,1,0,29,2,17,1,100,71,1,1,1
S3479,11,76,1,1,1,1,1,27,0,14,1,89,65,0,2,2
S3480,11,76,1,1,1,1,1,25,2,19,1,99,84,1,2,1
S3481,11,76,1,1,1,1,1,25,1,3,1,89,94,1,1,0
S3482,11,76,1,1,1,0,1,27,0,14,1,89,65,0,2,2
S3483,11,76,1,1,1,0,1,25,2,19,1,99,84,1,2,1
S3484,11,76,1,1,1,0,1,25,1,3,1,89,94,1,1,0
S3485,27,61,1,0,1,1,1,29,0,16,1,73,43,0,0,3
S3486,27,61,1,0,1,1,1,21,3,5,1,51,91,0,0,0
S3487,27,61,1,0,1,1,1,29,0,16,1,73,43,0,0,3
S3488,27,61,1,0,1,1,1,21,3,5,1,51,91,0,0,0
S3489,27,61,1,1,1,1,1,29,0,16,1,73,43,0,0,3
S3490,27,61,1,1,1,1,1,21,3,5,1,51,91,0,0,0
S3491,27,61,0,0,2,1,1,29,0,16,1,73,43,0,0,3
S3492,27,61,0,0,2,1,1,21,3,5,1,51,91,0,0,0
S3493,14,82,2,1,0,1,0,25,1,11,0,92,79,0,1,1
S3494,14,82,2,1,0,1,0,27,1,12,1,85,79,1,0,1
S3495,14,82,2,1,0,1,0,28,1,16,1,77,69,1,2,2
S3496,14,82,1,1,2,1,0,25,1,11,0,92,79,0,1,1
S3497,14,82,1,1,2,1,0,27,1,12,1,85,79,1,0,1
S3498,14,82,1,1,2,1,0,28,1,16,1,77,69,1,2,2
S3499,14,82,1,1,1,1,0,25,1,11,0,92,79,0,1,1
S3500,14,82,1,1,1,1,0,27,1,12,1,85,79,1,0,1
S3501,14,82,1,1,1,1,0,28,1,16,1,77,69,1,2,2
S3502,14,82,1,1,1,1,0,25,1,11,0,92,79,0,1,1
S3503,14,82,1,1,1,1,0,27,1,12,1,85,79,1,0,1
S3504,14,82,1,1,1,1,0,28,1,16,1,77,69,1,2,2
S3505,23,82,1,1,1,1,1,21,1,20,1,70,65,1,2,2
S3506,23,82,2,0,1,1,1,21,1,20,1,70,65,1,2,2
S3507,23,82,1,1,1,1,1,21,1,20,1,70,65,1,2,2
S3508,21,88,2,0,1,1,0,23,0,10,1,61,75,0,0,1
S3509,21,88,1,0,1,1,0,23,0,10,1,61,75,0,0,1
S3510,21,88,2,1,2,1,0,23,0,10,1,61,75,0,0,1
S3511,21,88,1,1,0,1,0,23,0,10,1,61,75,0,0,1
S3512,21,88,0,0,2,0,0,23,0,10,1,61,75,0,0,1
S3513,21,88,1,1,0,1,0,23,0,10,1,61,75,0,0,1
S3514,20,70,1,1,0,0,1,29,0,5,1,51,99,1,2,0
S3515,20,70,2,1,1,1,1,29,0,5,1,51,99,1,2,0
S3516,20,70,1,0,0,1,1,29,0,5,1,51,99,1,2,0
S3517,20,70,1,1,0,1,1,29,0,5,1,51,99,1,2,0
S3518,20,70,1,0,0,1,1,29,0,5,1,51,99,1,2,0
S3519,20,70,0,0,1,1,1,29,0,5,1,51,99,1,2,0
S3520,20,70,1,1,1,1,1,29,0,5,1,51,99,1,2,0
S3521,21,98,0,0,1,1,0,27,3,9,0,72,45,0,0,3
S3522,21,98,0,0,1,1,0,18,3,2,1,65,73,1,2,1
S3523,21,98,0,0,1,1,0,24,1,19,0,89,59,1,2,2
S3524,21,98,0,0,1,1,0,19,2,10,0,93,86,1,2,0
S3525,21,98,0,0,1,1,0,18,3,14,0,53,67,0,1,2
S3526,21,98,0,0,1,1,0,28,0,6,1,67,64,1,2,2
S3527,21,98,0,0,1,1,0,27,0,8,1,99,49,1,2,3
S3528,21,98,0,0,1,1,0,22,3,5,1,80,77,1,1,1
S3529,21,98,1,1,2,0,0,27,3,9,0,72,45,0,0,3
S3530,21,98,1,1,2,0,0,18,3,2,1,65,73,1,2,1
S3531,21,98,1,1,2,0,0,24,1,19,0,89,59,1,2,2
S3532,21,98,1,1,2,0,0,19,2,10,0,93,86,1,2,0
S3533,21,98,1,1,2,0,0,18,3,14,0,53,67,0,1,2
S3534,21,98,1,1,2,0,0,28,0,6,1,67,64,1,2,2
S3535,21,98,1,1,2,0,0,27,0,8,1,99,49,1,2,3
S3536,21,98,1,1,2,0,0,22,3,5,1,80,77,1,1,1
S3537,21,98,1,1,2,1,0,27,3,9,0,72,45,0,0,3
S3538,21,98,1,1,2,1,0,18,3,2,1,65,73,1,2,1
S3539,21,98,1,1,2,1,0,24,1,19,0,89,59,1,2,2
S3540,21,98,1,1,2,1,0,19,2,10,0,93,86,1,2,0
S3541,21,98,1,1,2,1,0,18,3,14,0,53,67,0,1,2
S3542,21,98,1,1,2,1,0,28,0,6,1,67,64,1,2,2
S3543,21,98,1,1,2,1,0,27,0,8,1,99,49,1,2,3
S3544,21,98,1,1,2,1,0,22,3,5,1,80,77,1,1,1
S3545,21,98,1,1,1,1,0,27,3,9,0,72,45,0,0,3
S3546,21,98,1,1,1,1,0,18,3,2,1,65,73,1,2,1
S3547,21,98,1,1,1,1,0,24,1,19,0,89,59,1,2,2
S3548,21,98,1,1,1,1,0,19,2,10,0,93,86,1,2,0
S3549,21,98,1,1,1,1,0,18,3,14,0,53,67,0,1,2
S3550,21,98,1,1,1,1,0,28,0,6,1,67,64,1,2,2
S3551,21,98,1,1,1,1,0,27,0,8,1,99,49,1,2,3
S3552,21,98,1,1,1,1,0,22,3,5,1,80,77,1,1,1
S3553,24,65,0,0,0,1,1,19,1,17,1,60,41,1,1,3
S3554,24,65,0,0,0,1,1,22,1,4,0,79,78,0,2,1
S3555,24,65,0,0,0,1,1,21,0,12,1,98,47,1,1,3
S3556,24,65,2,0,0,1,1,19,1,17,1,60,41,1,1,3
S3557,24,65,2,0,0,1,1,22,1,4,0,79,78,0,2,1
S3558,24,65,2,0,0,1,1,21,0,12,1,98,47,1,1,3
S3559,24,65,2,0,1,1,1,19,1,17,1,60,41,1,1,3
S3560,24,65,2,0,1,1,1,22,1,4,0,79,78,0,2,1
S3561,24,65,2,0,1,1,1,21,0,12,1,98,47,1,1,3
S3562,24,65,1,1,0,1,1,19,1,17,1,60,41,1,1,3
S3563,24,65,1,1,0,1,1,22,1,4,0,79,78,0,2,1
S3564,24,65,1,1,0,1,1,21,0,12,1,98,47,1,1,3
S3565,30,80,2,0,1,1,0,22,0,11,1,63,78,0,2,1
S3566,30,80,2,0,1,1,0,28,0,8,0,55,78,1,2,1
S3567,30,80,2,0,1,1,0,19,3,16,0,90,100,0,2,0
S3568,30,80,2,0,1,1,0,21,0,15,0,89,44,1,2,3
S3569,30,80,2,0,2,1,0,22,0,11,1,63,78,0,2,1
S3570,30,80,2,0,2,1,0,28,0,8,0,55,78,1,2,1
S3571,30,80,2,0,2,1,0,19,3,16,0,90,100,0,2,0
S3572,30,80,2,0,2,1,0,21,0,15,0,89,44,1,2,3
S3573,30,80,2,0,1,1,0,22,0,11,1,63,78,0,2,1
S3574,30,80,2,0,1,1,0,28,0,8,0,55,78,1,2,1
S3575,30,80,2,0,1,1,0,19,3,16,0,90,100,0,2,0
S3576,30,80,2,0,1,1,0,21,0,15,0,89,44,1,2,3
S3577,33,62,1,1,1,1,0,19,2,15,0,90,55,1,1,2
S3578,8,73,1,0,1,0,0,21,0,12,0,85,71,1,2,1
S3579,8,73,1,0,1,0,0,27,1,1,1,93,55,0,2,2
S3580,19,66,2,0,1,1,1,20,0,10,1,53,64,1,2,2
S3581,19,66,1,0,1,1,1,20,0,10,1,53,64,1,2,2
S3582,19,66,0,0,1,1,1,20,0,10,1,53,64,1,2,2
S3583,19,66,2,1,1,1,1,20,0,10,1,53,64,1,2,2
S3584,24,88,1,1,0,1,1,26,3,19,0,100,95,1,0,0
S3585,24,88,1,1,0,1,1,29,2,17,1,81,80,1,1,1
S3586,24,88,0,1,0,0,1,26,3,19,0,100,95,1,0,0
S3587,24,88,0,1,0,0,1,29,2,17,1,81,80,1,1,1
S3588,24,88,0,1,1,1,1,26,3,19,0,100,95,1,0,0
S3589,24,88,0,1,1,1,1,29,2,17,1,81,80,1,1,1
S3590,24,88,1,0,1,1,1,26,3,19,0,100,95,1,0,0
S3591,24,88,1,0,1,1,1,29,2,17,1,81,80,1,1,1
S3592,24,88,1,1,1,0,1,26,3,19,0,100,95,1,0,0
S3593,24,88,1,1,1,0,1,29,2,17,1,81,80,1,1,1
S3594,24,88,1,1,2,1,1,26,3,19,0,100,95,1,0,0
S3595,24,88,1,1,2,1,1,29,2,17,1,81,80,1,1,1
S3596,24,88,1,1,1,1,1,26,3,19,0,100,95,1,0,0
S3597,24,88,1,1,1,1,1,29,2,17,1,81,80,1,1,1
S3598,24,88,2,1,1,1,1,26,3,19,0,100,95,1,0,0
S3599,24,88,2,1,1,1,1,29,2,17,1,81,80,1,1,1
S3600,19,60,2,1,2,1,0,25,3,18,1,83,42,0,0,3
S3601,19,60,2,1,2,1,0,29,3,1,1,54,41,1,2,3
S3602,19,60,2,0,1,1,0,25,3,18,1,83,42,0,0,3
S3603,19,60,2,0,1,1,0,29,3,1,1,54,41,1,2,3
S3604,19,60,0,0,2,1,0,25,3,18,1,83,42,0,0,3
S3605,19,60,0,0,2,1,0,29,3,1,1,54,41,1,2,3
S3606,16,67,1,0,1,1,0,29,3,0,1,82,98,0,1,0
S3607,16,67,2,1,1,1,0,29,3,0,1,82,98,0,1,0
S3608,16,67,2,1,2,1,0,29,3,0,1,82,98,0,1,0
S3609,16,67,1,1,0,1,0,29,3,0,1,82,98,0,1,0
S3610,16,67,1,0,1,1,0,29,3,0,1,82,98,0,1,0
S3611,25,84,0,1,0,1,1,18,3,2,1,80,50,1,0,3
S3612,25,84,0,1,0,1,1,18,3,0,1,96,65,1,2,2
S3613,25,84,0,1,0,1,1,20,3,6,0,69,99,1,2,0
S3614,25,84,0,1,0,1,1,23,2,6,1,82,81,1,1,1
S3615,25,84,1,1,0,1,1,18,3,2,1,80,50,1,0,3
S3616,25,84,1,1,0,1,1,18,3,0,1,96,65,1,2,2
S3617,25,84,1,1,0,1,1,20,3,6,0,69,99,1,2,0
S3618,25,84,1,1,0,1,1,23,2,6,1,82,81,1,1,1
S3619,25,84,0,0,1,1,1,18,3,2,1,80,50,1,0,3
S3620,25,84,0,0,1,1,1,18,3,0,1,96,65,1,2,2
S3621,25,84,0,0,1,1,1,20,3,6,0,69,99,1,2,0
S3622,25,84,0,0,1,1,1,23,2,6,1,82,81,1,1,1
S3623,25,84,1,1,2,1,1,18,3,2,1,80,50,1,0,3
S3624,25,84,1,1,2,1,1,18,3,0,1,96,65,1,2,2
S3625,25,84,1,1,2,1,1,20,3,6,0,69,99,1,2,0
S3626,25,84,1,1,2,1,1,23,2,6,1,82,81,1,1,1
S3627,22,73,1,1,0,1,0,25,2,4,1,63,92,1,0,0
S3628,22,73,1,1,0,1,0,23,2,17,1,56,82,1,1,1
S3629,22,73,1,1,0,1,0,29,2,4,0,97,41,1,0,3
S3630,22,73,0,1,1,1,0,25,2,4,1,63,92,1,0,0
S3631,22,73,0,1,1,1,0,23,2,17,1,56,82,1,1,1
S3632,22,73,0,1,1,1,0,29,2,4,0,97,41,1,0,3
S3633,22,73,1,0,1,1,0,25,2,4,1,63,92,1,0,0
S3634,22,73,1,0,1,1,0,23,2,17,1,56,82,1,1,1
S3635,22,73,1,0,1,1,0,29,2,4,0,97,41,1,0,3
S3636,22,63,0,0,1,1,1,18,1,10,1,63,74,1,1,1
S3637,22,63,0,0,1,1,1,26,3,17,0,87,69,1,2,2
S3638,22,63,1,0,2,1,1,18,1,10,1,63,74,1,1,1
S3639,22,63,1,0,2,1,1,26,3,17,0,87,69,1,2,2
S3640,22,63,2,1,2,1,1,18,1,10,1,63,74,1,1,1
S3641,22,63,2,1,2,1,1,26,3,17,0,87,69,1,2,2
S3642,22,63,0,0,2,1,1,18,1,10,1,63,74,1,1,1
S3643,22,63,0,0,2,1,1,26,3,17,0,87,69,1,2,2
S3644,22,63,0,0,0,1,1,18,1,10,1,63,74,1,1,1
S3645,22,63,0,0,0,1,1,26,3,17,0,87,69,1,2,2
S3646,22,63,1,1,0,1,1,18,1,10,1,63,74,1,1,1
S3647,22,63,1,1,0,1,1,26,3,17,0,87,69,1,2,2
S3648,22,63,2,1,2,1,1,18,1,10,1,63,74,1,1,1
S3649,22,63,2,1,2,1,1,26,3,17,0,87,69,1,2,2
S3650,22,63,1,1,1,1,1,18,1,10,1,63,74,1,1,1
S3651,22,63,1,1,1,1,1,26,3,17,0,87,69,1,2,2
S3652,22,63,0,1,1,1,1,18,1,10,1,63,74,1,1,1
S3653,22,63,0,1,1,1,1,26,3,17,0,87,69,1,2,2
S3654,22,63,0,1,1,1,1,18,1,10,1,63,74,1,1,1
S3655,22,63,0,1,1,1,1,26,3,17,0,87,69,1,2,2
S3656,22,63,0,1,1,1,1,18,1,10,1,63,74,1,1,1
S3657,22,63,0,1,1,1,1,26,3,17,0,87,69,1,2,2
S3658,24,68,1,1,1,1,0,27,0,12,0,66,93,1,1,0
S3659,24,68,1,1,1,1,0,20,0,8,1,89,93,1,1,0
S3660,24,68,1,1,0,1,0,27,0,12,0,66,93,1,1,0
S3661,24,68,1,1,0,1,0,20,0,8,1,89,93,1,1,0
S3662,24,68,0,0,2,0,0,27,0,12,0,66,93,1,1,0
S3663,24,68,0,0,2,0,0,20,0,8,1,89,93,1,1,0
S3664,24,68,2,0,1,1,0,27,0,12,0,66,93,1,1,0
S3665,24,68,2,0,1,1,0,20,0,8,1,89,93,1,1,0
S3666,24,68,1,1,2,1,0,27,0,12,0,66,93,1,1,0
S3667,24,68,1,1,2,1,0,20,0,8,1,89,93,1,1,0
S3668,24,68,0,0,1,1,0,27,0,12,0,66,93,1,1,0
S3669,24,68,0,0,1,1,0,20,0,8,1,89,93,1,1,0
S3670,17,86,0,1,2,1,0,20,2,13,1,53,75,1,1,1
S3671,17,86,1,0,0,1,0,20,2,13,1,53,75,1,1,1
S3672,17,86,1,0,2,1,0,20,2,13,1,53,75,1,1,1
S3673,24,71,1,1,1,1,1,22,3,3,1,77,91,1,1,0
S3674,24,71,1,1,1,1,1,25,1,12,1,64,82,1,1,1
S3675,24,71,2,1,0,1,1,22,3,3,1,77,91,1,1,0
S3676,24,71,2,1,0,1,1,25,1,12,1,64,82,1,1,1
S3677,24,71,1,1,1,1,1,22,3,3,1,77,91,1,1,0
S3678,24,71,1,1,1,1,1,25,1,12,1,64,82,1,1,1
S3679,24,71,1,0,1,1,1,22,3,3,1,77,91,1,1,0
S3680,24,71,1,0,1,1,1,25,1,12,1,64,82,1,1,1
S3681,24,71,1,1,1,1,1,22,3,3,1,77,91,1,1,0
S3682,24,71,1,1,1,1,1,25,1,12,1,64,82,1,1,1
S3683,24,71,2,1,1,1,1,22,3,3,1,77,91,1,1,0
S3684,24,71,2,1,1,1,1,25,1,12,1,64,82,1,1,1
S3685,24,71,1,1,0,1,1,22,3,3,1,77,91,1,1,0
S3686,24,71,1,1,0,1,1,25,1,12,1,64,82,1,1,1
S3687,24,60,1,0,2,1,0,21,3,13,0,73,75,1,0,1
S3688,24,60,1,0,2,1,0,23,2,5,0,97,95,0,0,0
S3689,24,60,0,0,1,1,0,21,3,13,0,73,75,1,0,1
S3690,24,60,0,0,1,1,0,23,2,5,0,97,95,0,0,0
S3691,24,60,1,1,1,1,0,21,3,13,0,73,75,1,0,1
S3692,24,60,1,1,1,1,0,23,2,5,0,97,95,0,0,0
S3693,24,60,1,1,0,1,0,21,3,13,0,73,75,1,0,1
S3694,24,60,1,1,0,1,0,23,2,5,0,97,95,0,0,0
S3695,28,99,1,1,1,0,1,18,2,11,1,52,83,1,0,1
S3696,28,99,1,1,0,1,1,18,2,11,1,52,83,1,0,1
S3697,16,84,2,1,1,1,0,21,0,19,1,58,69,1,1,2
S3698,16,84,2,1,1,1,0,18,3,15,1,98,93,1,2,0
S3699,16,84,2,1,1,1,0,23,3,7,0,87,58,1,2,2
S3700,16,84,2,1,1,1,0,27,2,16,1,72,62,0,1,2
S3701,16,84,2,1,1,1,0,20,1,6,1,70,100,0,1,0
S3702,16,84,1,0,2,1,0,21,0,19,1,58,69,1,1,2
S3703,16,84,1,0,2,1,0,18,3,15,1,98,93,1,2,0
S3704,16,84,1,0,2,1,0,23,3,7,0,87,58,1,2,2
S3705,16,84,1,0,2,1,0,27,2,16,1,72,62,0,1,2
S3706,16,84,1,0,2,1,0,20,1,6,1,70,100,0,1,0
S3707,16,84,2,1,0,1,0,21,0,19,1,58,69,1,1,2
S3708,16,84,2,1,0,1,0,18,3,15,1,98,93,1,2,0
S3709,16,84,2,1,0,1,0,23,3,7,0,87,58,1,2,2
S3710,16,84,2,1,0,1,0,27,2,16,1,72,62,0,1,2
S3711,16,84,2,1,0,1,0,20,1,6,1,70,100,0,1,0
S3712,23,79,2,1,1,1,1,28,1,0,1,50,51,1,1,3
S3713,23,79,2,1,0,1,1,28,1,0,1,50,51,1,1,3
S3714,23,79,2,1,0,1,1,28,1,0,1,50,51,1,1,3
S3715,23,79,1,1,2,1,1,28,1,0,1,50,51,1,1,3
S3716,23,79,1,1,1,0,1,28,1,0,1,50,51,1,1,3
S3717,23,79,2,0,1,1,1,28,1,0,1,50,51,1,1,3
S3718,19,83,1,1,1,1,0,22,1,9,0,98,99,1,2,0
S3719,19,83,2,1,1,1,0,22,1,9,0,98,99,1,2,0
S3720,19,83,0,0,0,1,0,22,1,9,0,98,99,1,2,0
S3721,19,83,1,0,0,1,0,22,1,9,0,98,99,1,2,0
S3722,19,83,2,0,1,1,0,22,1,9,0,98,99,1,2,0
S3723,28,71,1,0,2,1,0,20,2,10,1,56,69,1,0,2
S3724,28,71,1,0,2,1,0,18,0,9,0,97,94,0,2,0
S3725,28,71,1,0,2,1,0,26,0,8,0,77,46,0,2,3
S3726,28,71,1,1,2,1,0,20,2,10,1,56,69,1,0,2
S3727,28,71,1,1,2,1,0,18,0,9,0,97,94,0,2,0
S3728,28,71,1,1,2,1,0,26,0,8,0,77,46,0,2,3
S3729,24,90,0,0,1,1,1,25,1,20,0,70,73,1,0,1
S3730,24,90,0,0,1,1,1,24,0,19,1,67,92,1,0,0
S3731,24,90,1,1,0,1,1,25,1,20,0,70,73,1,0,1
S3732,24,90,1,1,0,1,1,24,0,19,1,67,92,1,0,0
S3733,24,90,1,0,1,1,1,25,1,20,0,70,73,1,0,1
S3734,24,90,1,0,1,1,1,24,0,19,1,67,92,1,0,0
S3735,24,90,1,0,1,1,1,25,1,20,0,70,73,1,0,1
S3736,24,90,1,0,1,1,1,24,0,19,1,67,92,1,0,0
S3737,24,90,2,0,0,1,1,25,1,20,0,70,73,1,0,1
S3738,24,90,2,0,0,1,1,24,0,19,1,67,92,1,0,0
S3739,24,90,1,1,1,1,1,25,1,20,0,70,73,1,0,1
S3740,24,90,1,1,1,1,1,24,0,19,1,67,92,1,0,0
S3741,24,90,0,1,2,1,1,25,1,20,0,70,73,1,0,1
S3742,24,90,0,1,2,1,1,24,0,19,1,67,92,1,0,0
S3743,18,80,1,0,0,1,1,21,2,9,1,84,65,1,1,2
S3744,18,80,1,0,0,1,1,20,3,8,0,63,91,0,2,0
S3745,18,80,1,0,0,1,1,25,0,9,1,63,50,1,1,3
S3746,18,80,2,1,1,0,1,21,2,9,1,84,65,1,1,2
S3747,18,80,2,1,1,0,1,20,3,8,0,63,91,0,2,0
S3748,18,80,2,1,1,0,1,25,0,9,1,63,50,1,1,3
S3749,18,80,0,1,2,1,1,21,2,9,1,84,65,1,1,2
S3750,18,80,0,1,2,1,1,20,3,8,0,63,91,0,2,0
S3751,18,80,0,1,2,1,1,25,0,9,1,63,50,1,1,3
S3752,22,63,2,1,1,1,0,22,0,19,0,70,47,0,2,3
S3753,22,63,2,1,1,1,0,26,2,18,0,61,88,0,2,0
S3754,22,63,2,1,1,1,0,29,1,0,0,93,67,1,2,2
S3755,22,63,2,1,1,1,0,26,1,0,0,79,62,1,0,2
S3756,22,63,2,1,1,1,0,23,3,20,1,99,41,0,1,3
S3757,22,63,1,1,1,1,0,22,0,19,0,70,47,0,2,3
S3758,22,63,1,1,1,1,0,26,2,18,0,61,88,0,2,0
S3759,22,63,1,1,1,1,0,29,1,0,0,93,67,1,2,2
S3760,22,63,1,1,1,1,0,26,1,0,0,79,62,1,0,2
S3761,22,63,1,1,1,1,0,23,3,20,1,99,41,0,1,3
S3762,22,63,2,1,0,1,0,22,0,19,0,70,47,0,2,3
S3763,22,63,2,1,0,1,0,26,2,18,0,61,88,0,2,0
S3764,22,63,2,1,0,1,0,29,1,0,0,93,67,1,2,2
S3765,22,63,2,1,0,1,0,26,1,0,0,79,62,1,0,2
S3766,22,63,2,1,0,1,0,23,3,20,1,99,41,0,1,3
S3767,22,63,0,1,1,1,0,22,0,19,0,70,47,0,2,3
S3768,22,63,0,1,1,1,0,26,2,18,0,61,88,0,2,0
S3769,22,63,0,1,1,1,0,29,1,0,0,93,67,1,2,2
S3770,22,63,0,1,1,1,0,26,1,0,0,79,62,1,0,2
S3771,22,63,0,1,1,1,0,23,3,20,1,99,41,0,1,3
S3772,22,63,1,0,0,1,0,22,0,19,0,70,47,0,2,3
S3773,22,63,1,0,0,1,0,26,2,18,0,61,88,0,2,0
S3774,22,63,1,0,0,1,0,29,1,0,0,93,67,1,2,2
S3775,22,63,1,0,0,1,0,26,1,0,0,79,62,1,0,2
S3776,22,63,1,0,0,1,0,23,3,20,1,99,41,0,1,3
S3777,19,89,1,1,1,1,1,25,3,0,1,95,66,0,1,2
S3778,19,89,1,1,1,1,1,25,3,0,1,95,66,0,1,2
S3779,19,89,1,0,1,1,1,25,3,0,1,95,66,0,1,2
S3780,19,89,1,1,1,1,1,25,3,0,1,95,66,0,1,2
S3781,19,89,2,0,2,1,1,25,3,0,1,95,66,0,1,2
S3782,19,89,1,1,0,1,1,25,3,0,1,95,66,0,1,2
S3783,21,92,0,1,0,1,1,29,1,19,0,73,53,1,0,3
S3784,21,92,0,1,0,1,1,23,3,4,0,53,68,1,2,2
S3785,21,92,1,1,0,1,1,29,1,19,0,73,53,1,0,3
S3786,21,92,1,1,0,1,1,23,3,4,0,53,68,1,2,2
S3787,21,92,0,0,0,1,1,29,1,19,0,73,53,1,0,3
S3788,21,92,0,0,0,1,1,23,3,4,0,53,68,1,2,2
S3789,24,72,2,0,2,1,0,20,3,14,1,74,72,1,2,1
S3790,24,72,2,0,2,1,0,21,2,11,1,72,52,1,2,3
S3791,24,72,0,1,2,1,0,20,3,14,1,74,72,1,2,1
S3792,24,72,0,1,2,1,0,21,2,11,1,72,52,1,2,3
S3793,24,72,1,0,1,1,0,20,3,14,1,74,72,1,2,1
S3794,24,72,1,0,1,1,0,21,2,11,1,72,52,1,2,3
S3795,24,72,1,1,0,1,0,20,3,14,1,74,72,1,2,1
