Insight_ID,Student_ID,Risk_Level,Message,Date,Semester
I832,S1832,Low,Attendance could be improved.,3/13/2024,Spring 2024
I833,S1833,Low,Attendance could be improved.,8/12/2025,Spring 2025
I834,S1834,High,Consider reaching out to your academic coach.,9/26/2025,Spring 2025
I835,S1835,Low,Attendance could be improved.,1/12/2024,Spring 2024
I836,S1836,Medium,Attendance could be improved.,5/13/2024,Spring 2024
I837,S1837,High,Consider reaching out to your academic coach.,4/25/2024,Spring 2024
I838,S1838,Medium,Attendance could be improved.,3/29/2024,Spring 2024
I839,S1839,High,Attendance could be improved.,7/27/2025,Spring 2025
I840,S1840,Medium,Attendance could be improved.,10/4/2024,Fall 2024
I841,S1841,Medium,Keep up the great work!,9/2/2025,Spring 2025
I842,S1842,Low,Attendance could be improved.,9/2/2024,Fall 2024
I843,S1843,High,Attendance could be improved.,9/25/2024,Fall 2024
I844,S1844,Medium,Keep up the great work!,6/27/2025,Spring 2025
I845,S1845,Medium,Consider reaching out to your academic coach.,3/6/2024,Spring 2024
I846,S1846,Medium,"You’re doing well, stay consistent.",8/7/2024,Fall 2024
I847,S1847,Low,Keep up the great work!,9/24/2024,Fall 2024
I848,S1848,Low,Keep up the great work!,2/23/2025,Spring 2025
I849,S1849,Medium,Keep up the great work!,3/18/2024,Spring 2024
I850,S1850,High,"You’re doing well, stay consistent.",9/26/2025,Spring 2025
I851,S1851,Low,Consider reaching out to your academic coach.,2/1/2025,Spring 2025
I852,S1852,Medium,Consider reaching out to your academic coach.,11/16/2024,Fall 2024
I853,S1853,Low,"You’re doing well, stay consistent.",5/15/2024,Spring 2024
I854,S1854,Low,"You’re doing well, stay consistent.",6/20/2025,Spring 2025
I855,S1855,Low,"You’re doing well, stay consistent.",10/14/2025,Spring 2025
I856,S1856,High,Attendance could be improved.,7/17/2025,Spring 2025
I857,S1857,Low,"You’re doing well, stay consistent.",12/13/2024,Fall 2024
I858,S1858,High,"You’re doing well, stay consistent.",7/6/2024,Fall 2024
I859,S1859,Low,"You’re doing well, stay consistent.",11/19/2024,Fall 2024
I860,S1860,Medium,Consider reaching out to your academic coach.,10/13/2024,Fall 2024
I861,S1861,Low,Attendance could be improved.,7/29/2024,Fall 2024
I862,S1862,Low,Consider reaching out to your academic coach.,6/17/2024,Fall 2024
I863,S1863,Medium,"You’re doing well, stay consistent.",3/27/2025,Spring 2025
I864,S1864,Low,Attendance could be improved.,4/20/2025,Spring 2025
I865,S1865,Low,Keep up the great work!,5/16/2024,Spring 2024
I866,S1866,Medium,"You’re doing well, stay consistent.",8/22/2024,Fall 2024
I867,S1867,Medium,Consider reaching out to your academic coach.,7/4/2024,Fall 2024
I868,S1868,Low,"You’re doing well, stay consistent.",11/18/2024,Fall 2024
I869,S1869,Medium,"You’re doing well, stay consistent.",9/25/2025,Spring 2025
I870,S1870,High,Attendance could be improved.,4/29/2025,Spring 2025
I871,S1871,High,Consider reaching out to your academic coach.,2/11/2025,Spring 2025
I872,S1872,Medium,Consider reaching out to your academic coach.,1/29/2024,Spring 2024
I873,S1873,Medium,"You’re doing well, stay consistent.",4/1/2025,Spring 2025
I874,S1874,Low,Attendance could be improved.,7/13/2024,Fall 2024
I875,S1875,Low,Consider reaching out to your academic coach.,12/28/2024,Fall 2024
I876,S1876,Low,"You’re doing well, stay consistent.",6/6/2024,Fall 2024
I877,S1877,Medium,"You’re doing well, stay consistent.",6/24/2024,Fall 2024
I878,S1878,Medium,Keep up the great work!,5/27/2025,Spring 2025
I879,S1879,Medium,Attendance could be improved.,5/18/2024,Spring 2024
I880,S1880,Medium,Attendance could be improved.,5/31/2025,Spring 2025
I881,S1881,Low,Consider reaching out to your academic coach.,1/27/2025,Spring 2025
I882,S1882,Low,Keep up the great work!,10/17/2024,Fall 2024
I883,S1883,Low,"You’re doing well, stay consistent.",8/11/2025,Spring 2025
I884,S1884,Low,Keep up the great work!,6/11/2025,Spring 2025
I885,S1885,Low,Keep up the great work!,2/24/2025,Spring 2025
I886,S1886,High,"You’re doing well, stay consistent.",11/24/2024,Fall 2024
I887,S1887,Medium,Keep up the great work!,10/19/2024,Fall 2024
I888,S1888,Medium,Keep up the great work!,10/14/2024,Fall 2024
I889,S1889,High,Keep up the great work!,1/10/2024,Spring 2024
I890,S1890,Low,Attendance could be improved.,3/31/2024,Spring 2024
I891,S1891,Medium,"You’re doing well, stay consistent.",3/13/2025,Spring 2025
I892,S1892,Medium,Consider reaching out to your academic coach.,11/19/2024,Fall 2024
I893,S1893,Low,Attendance could be improved.,8/27/2025,Spring 2025
I894,S1894,Low,Consider reaching out to your academic coach.,6/26/2025,Spring 2025
I895,S1895,High,Consider reaching out to your academic coach.,6/30/2025,Spring 2025
I896,S1896,Low,Consider reaching out to your academic coach.,9/9/2024,Fall 2024
I897,S1897,Medium,"You’re doing well, stay consistent.",8/31/2024,Fall 2024
I898,S1898,Low,Consider reaching out to your academic coach.,10/7/2024,Fall 2024
I899,S1899,Low,Keep up the great work!,3/9/2025,Spring 2025
I900,S1900,Low,Consider reaching out to your academic coach.,3/10/2024,Spring 2024
I901,S1901,High,Keep up the great work!,8/11/2024,Fall 2024
I902,S1902,Medium,Keep up the great work!,1/12/2025,Spring 2025
I903,S1903,Medium,Consider reaching out to your academic coach.,9/3/2024,Fall 2024
I904,S1904,Medium,"You’re doing well, stay consistent.",4/18/2025,Spring 2025
I905,S1905,Medium,Attendance could be improved.,10/16/2025,Spring 2025
I906,S1906,Low,Keep up the great work!,8/26/2024,Fall 2024
I907,S1907,Low,Consider reaching out to your academic coach.,4/3/2025,Spring 2025
I908,S1908,Medium,Attendance could be improved.,12/31/2024,Spring 2025
I909,S1909,High,Attendance could be improved.,3/5/2024,Spring 2024
I910,S1910,Low,Keep up the great work!,9/11/2025,Spring 2025
I911,S1911,Low,Attendance could be improved.,2/4/2025,Spring 2025
I912,S1912,Low,"You’re doing well, stay consistent.",8/19/2024,Fall 2024
I913,S1913,High,"You’re doing well, stay consistent.",2/22/2025,Spring 2025
I914,S1914,Low,Keep up the great work!,5/11/2025,Spring 2025
I915,S1915,Low,"You’re doing well, stay consistent.",12/30/2024,Fall 2024
I916,S1916,Medium,"You’re doing well, stay consistent.",8/19/2025,Spring 2025
I917,S1917,Low,"You’re doing well, stay consistent.",9/30/2025,Spring 2025
I918,S1918,Low,"You’re doing well, stay consistent.",8/14/2024,Fall 2024
I919,S1919,Medium,Keep up the great work!,11/16/2024,Fall 2024
I920,S1920,Low,Consider reaching out to your academic coach.,11/10/2024,Fall 2024
I921,S1921,Medium,"You’re doing well, stay consistent.",4/16/2025,Spring 2025
I922,S1922,Medium,Attendance could be improved.,11/30/2024,Fall 2024
I923,S1923,Medium,Keep up the great work!,1/10/2025,Spring 2025
I924,S1924,Low,Consider reaching out to your academic coach.,3/13/2024,Spring 2024
I925,S1925,Low,"You’re doing well, stay consistent.",4/22/2025,Spring 2025
I926,S1926,Low,Keep up the great work!,7/16/2024,Fall 2024
I927,S1927,Medium,Consider reaching out to your academic coach.,5/31/2024,Spring 2024
I928,S1928,Low,Keep up the great work!,10/25/2024,Fall 2024
I929,S1929,Low,Keep up the great work!,5/30/2025,Spring 2025
I930,S1930,Medium,"You’re doing well, stay consistent.",10/10/2025,Spring 2025
I931,S1931,Low,Attendance could be improved.,8/20/2025,Spring 2025
I932,S1932,Low,Attendance could be improved.,11/3/2024,Fall 2024
I933,S1933,Low,Consider reaching out to your academic coach.,4/11/2024,Spring 2024
I934,S1934,Low,Attendance could be improved.,2/22/2024,Spring 2024
I935,S1935,Medium,Consider reaching out to your academic coach.,3/11/2024,Spring 2024
I936,S1936,Low,Keep up the great work!,4/11/2025,Spring 2025
I937,S1937,High,"You’re doing well, stay consistent.",3/26/2025,Spring 2025
I938,S1938,High,Consider reaching out to your academic coach.,11/8/2024,Fall 2024
I939,S1939,Low,Attendance could be improved.,7/26/2024,Fall 2024
I940,S1940,Low,Consider reaching out to your academic coach.,2/6/2024,Spring 2024
I941,S1941,Medium,"You’re doing well, stay consistent.",8/1/2024,Fall 2024
I942,S1942,Low,Keep up the great work!,1/26/2025,Spring 2025
I943,S1943,Low,"You’re doing well, stay consistent.",7/15/2025,Spring 2025
I944,S1944,Medium,Consider reaching out to your academic coach.,7/26/2025,Spring 2025
I945,S1945,Low,Attendance could be improved.,10/6/2024,Fall 2024
I946,S1946,High,"You’re doing well, stay consistent.",10/12/2025,Spring 2025
I947,S1947,Low,Consider reaching out to your academic coach.,9/14/2024,Fall 2024
I948,S1948,Low,Keep up the great work!,11/28/2024,Fall 2024
I949,S1949,Medium,Attendance could be improved.,4/20/2025,Spring 2025
I950,S1950,High,Attendance could be improved.,6/14/2024,Fall 2024
I951,S1951,Medium,Attendance could be improved.,3/18/2024,Spring 2024
I952,S1952,High,Keep up the great work!,1/11/2025,Spring 2025
I953,S1953,Low,Keep up the great work!,10/11/2025,Spring 2025
I954,S1954,Medium,"You’re doing well, stay consistent.",4/18/2024,Spring 2024
I955,S1955,Low,"You’re doing well, stay consistent.",4/15/2025,Spring 2025
I956,S1956,Medium,Consider reaching out to your academic coach.,5/19/2025,Spring 2025
I957,S1957,Low,Consider reaching out to your academic coach.,2/29/2024,Spring 2024
I958,S1958,Low,"You’re doing well, stay consistent.",9/8/2025,Spring 2025
I959,S1959,Low,"You’re doing well, stay consistent.",12/12/2024,Fall 2024
I960,S1960,Low,Attendance could be improved.,3/28/2025,Spring 2025
I961,S1961,Low,Keep up the great work!,7/28/2025,Spring 2025
I962,S1962,Medium,Keep up the great work!,6/10/2025,Spring 2025
I963,S1963,High,"You’re doing well, stay consistent.",10/12/2025,Spring 2025
I964,S1964,Low,Consider reaching out to your academic coach.,4/17/2024,Spring 2024
I965,S1965,Medium,Consider reaching out to your academic coach.,12/9/2024,Fall 2024
I966,S1966,Low,"You’re doing well, stay consistent.",9/29/2024,Fall 2024
I967,S1967,Low,Attendance could be improved.,9/4/2024,Fall 2024
I968,S1968,Medium,Consider reaching out to your academic coach.,9/24/2024,Fall 2024
I969,S1969,Medium,Keep up the great work!,6/29/2025,Spring 2025
I970,S1970,High,"You’re doing well, stay consistent.",3/3/2024,Spring 2024
I971,S1971,Low,Keep up the great work!,7/27/2025,Spring 2025
I972,S1972,Medium,Consider reaching out to your academic coach.,9/22/2024,Fall 2024
I973,S1973,Low,Attendance could be improved.,8/13/2024,Fall 2024
I974,S1974,Low,"You’re doing well, stay consistent.",4/10/2024,Spring 2024
I975,S1975,High,Attendance could be improved.,6/26/2025,Spring 2025
I976,S1976,Medium,"You’re doing well, stay consistent.",4/1/2025,Spring 2025
I977,S1977,Low,"You’re doing well, stay consistent.",8/8/2025,Spring 2025
I978,S1978,High,Keep up the great work!,7/20/2025,Spring 2025
I979,S1979,Low,Keep up the great work!,1/6/2025,Spring 2025
I980,S1980,Low,Consider reaching out to your academic coach.,8/2/2024,Fall 2024
I981,S1981,Low,Attendance could be improved.,3/19/2024,Spring 2024
I982,S1982,Low,"You’re doing well, stay consistent.",6/2/2025,Spring 2025
I983,S1983,Low,Attendance could be improved.,7/17/2025,Spring 2025
I984,S1984,Medium,Keep up the great work!,1/20/2024,Spring 2024
I985,S1985,Low,Consider reaching out to your academic coach.,4/22/2025,Spring 2025
I986,S1986,High,Consider reaching out to your academic coach.,8/19/2024,Fall 2024
I987,S1987,Low,Consider reaching out to your academic coach.,3/29/2024,Spring 2024
I988,S1988,Low,Attendance could be improved.,7/21/2024,Fall 2024
I989,S1989,High,Keep up the great work!,2/21/2024,Spring 2024
I990,S1990,Medium,Consider reaching out to your academic coach.,3/15/2024,Spring 2024
I991,S1991,Low,Keep up the great work!,6/28/2025,Spring 2025
I992,S1992,Low,Attendance could be improved.,4/21/2025,Spring 2025
I993,S1993,High,Consider reaching out to your academic coach.,2/14/2025,Spring 2025
I994,S1994,High,Keep up the great work!,11/1/2024,Fall 2024
I995,S1995,Medium,Keep up the great work!,8/22/2024,Fall 2024
I996,S1996,Medium,"You’re doing well, stay consistent.",9/5/2024,Fall 2024
I997,S1997,Low,Consider reaching out to your academic coach.,3/1/2025,Spring 2025
I998,S1998,Low,Keep up the great work!,4/12/2025,Spring 2025
I999,S1999,Low,Keep up the great work!,7/25/2024,Fall 2024
I1000,S2000,Medium,Keep up the great work!,3/16/2024,Spring 2024
I1001,S2001,Low,"You’re doing well, stay consistent.",4/26/2025,Spring 2025
I1002,S2002,Medium,Attendance could be improved.,6/28/2025,Spring 2025
I1003,S2003,Medium,"You’re doing well, stay consistent.",7/5/2025,Spring 2025
I1004,S2004,Medium,Attendance could be improved.,2/12/2024,Spring 2024
I1005,S2005,High,Consider reaching out to your academic coach.,2/1/2025,Spring 2025
I1006,S2006,Low,Attendance could be improved.,4/26/2024,Spring 2024
I1007,S2007,High,Consider reaching out to your academic coach.,5/2/2025,Spring 2025
I1008,S2008,Medium,Attendance could be improved.,4/22/2024,Spring 2024
I1009,S2009,Medium,Attendance could be improved.,5/7/2024,Spring 2024
I1010,S2010,Medium,Attendance could be improved.,2/18/2024,Spring 2024
I1011,S2011,Low,Consider reaching out to your academic coach.,9/13/2024,Fall 2024
I1012,S2012,Low,Attendance could be improved.,11/30/2024,Fall 2024
I1013,S2013,Medium,"You’re doing well, stay consistent.",4/8/2025,Spring 2025
I1014,S2014,Low,Attendance could be improved.,7/20/2024,Fall 2024
I1015,S2015,Low,Attendance could be improved.,7/6/2024,Fall 2024
I1016,S2016,Low,Consider reaching out to your academic coach.,9/16/2024,Fall 2024
I1017,S2017,Medium,Consider reaching out to your academic coach.,4/17/2024,Spring 2024
I1018,S2018,Low,Consider reaching out to your academic coach.,7/3/2025,Spring 2025
I1019,S2019,Low,Attendance could be improved.,5/31/2025,Spring 2025
I1020,S2020,High,Attendance could be improved.,5/5/2024,Spring 2024
I1021,S2021,Low,Attendance could be improved.,2/25/2024,Spring 2024
I1022,S2022,Medium,"You’re doing well, stay consistent.",5/12/2024,Spring 2024
I1023,S2023,Low,Attendance could be improved.,12/21/2024,Fall 2024
I1024,S2024,High,Consider reaching out to your academic coach.,9/23/2024,Fall 2024
I1025,S2025,Medium,Keep up the great work!,3/11/2024,Spring 2024
I1026,S2026,High,Consider reaching out to your academic coach.,5/7/2025,Spring 2025
I1027,S2027,Low,Keep up the great work!,11/25/2024,Fall 2024
I1028,S2028,Medium,Attendance could be improved.,2/20/2025,Spring 2025
I1029,S2029,Low,"You’re doing well, stay consistent.",4/23/2025,Spring 2025
I1030,S2030,High,"You’re doing well, stay consistent.",7/11/2024,Fall 2024
I1031,S2031,Low,Keep up the great work!,1/22/2024,Spring 2024
I1032,S2032,Low,Attendance could be improved.,4/6/2025,Spring 2025
I1033,S2033,Low,Consider reaching out to your academic coach.,7/5/2025,Spring 2025
I1034,S2034,High,Attendance could be improved.,3/30/2024,Spring 2024
I1035,S2035,Medium,Attendance could be improved.,11/16/2024,Fall 2024
I1036,S2036,High,Keep up the great work!,1/11/2025,Spring 2025
I1037,S2037,Low,"You’re doing well, stay consistent.",8/7/2024,Fall 2024
I1038,S2038,Medium,Attendance could be improved.,5/17/2024,Spring 2024
I1039,S2039,Medium,Consider reaching out to your academic coach.,9/30/2024,Fall 2024
I1040,S2040,Medium,Keep up the great work!,2/1/2025,Spring 2025
I1041,S2041,Low,Keep up the great work!,4/23/2025,Spring 2025
I1042,S2042,Low,Attendance could be improved.,10/16/2025,Spring 2025
I1043,S2043,Medium,Keep up the great work!,9/23/2024,Fall 2024
I1044,S2044,High,Consider reaching out to your academic coach.,10/12/2024,Fall 2024
I1045,S2045,Low,Keep up the great work!,9/28/2025,Spring 2025
I1046,S2046,Low,"You’re doing well, stay consistent.",1/4/2024,Spring 2024
I1047,S2047,Low,Keep up the great work!,2/17/2025,Spring 2025
I1048,S2048,Medium,"You’re doing well, stay consistent.",12/13/2024,Fall 2024
I1049,S2049,Medium,"You’re doing well, stay consistent.",5/5/2025,Spring 2025
I1050,S2050,Low,Attendance could be improved.,12/7/2024,Fall 2024
I1051,S2051,Medium,Consider reaching out to your academic coach.,3/18/2024,Spring 2024
I1052,S2052,Medium,Attendance could be improved.,5/9/2025,Spring 2025
I1053,S2053,Medium,Attendance could be improved.,6/20/2025,Spring 2025
I1054,S2054,Low,"You’re doing well, stay consistent.",10/4/2024,Fall 2024
I1055,S2055,Low,Consider reaching out to your academic coach.,2/5/2024,Spring 2024
I1056,S2056,Low,Keep up the great work!,9/22/2024,Fall 2024
I1057,S2057,Low,Attendance could be improved.,8/21/2024,Fall 2024
I1058,S2058,Medium,Consider reaching out to your academic coach.,8/30/2025,Spring 2025
I1059,S2059,Low,Keep up the great work!,9/2/2024,Fall 2024
I1060,S2060,Low,Keep up the great work!,8/31/2025,Spring 2025
I1061,S2061,Medium,Keep up the great work!,7/3/2024,Fall 2024
I1062,S2062,Low,"You’re doing well, stay consistent.",3/7/2025,Spring 2025
I1063,S2063,Low,Consider reaching out to your academic coach.,12/16/2024,Fall 2024
I1064,S2064,Low,"You’re doing well, stay consistent.",1/8/2025,Spring 2025
I1065,S2065,Low,Keep up the great work!,10/9/2025,Spring 2025
I1066,S2066,Medium,Attendance could be improved.,6/17/2025,Spring 2025
I1067,S2067,Low,Attendance could be improved.,11/1/2024,Fall 2024
I1068,S2068,High,Keep up the great work!,5/30/2025,Spring 2025
I1069,S2069,Medium,"You’re doing well, stay consistent.",6/23/2025,Spring 2025
I1070,S2070,Medium,"You’re doing well, stay consistent.",6/29/2025,Spring 2025
I1071,S2071,Low,Consider reaching out to your academic coach.,8/12/2024,Fall 2024
I1072,S2072,Low,Keep up the great work!,11/1/2024,Fall 2024
I1073,S2073,Low,Attendance could be improved.,1/27/2024,Spring 2024
I1074,S2074,Low,Keep up the great work!,1/27/2024,Spring 2024
I1075,S2075,Medium,Consider reaching out to your academic coach.,7/18/2024,Fall 2024
I1076,S2076,Low,"You’re doing well, stay consistent.",3/16/2025,Spring 2025
I1077,S2077,Medium,"You’re doing well, stay consistent.",1/20/2024,Spring 2024
I1078,S2078,Medium,"You’re doing well, stay consistent.",8/27/2024,Fall 2024
I1079,S2079,Low,Attendance could be improved.,5/4/2024,Spring 2024
I1080,S2080,Low,"You’re doing well, stay consistent.",9/24/2024,Fall 2024
I1081,S2081,Low,Consider reaching out to your academic coach.,11/17/2024,Fall 2024
I1082,S2082,Low,Consider reaching out to your academic coach.,7/28/2024,Fall 2024
I1083,S2083,Low,"You’re doing well, stay consistent.",5/8/2024,Spring 2024
I1084,S2084,Low,Attendance could be improved.,8/12/2025,Spring 2025
I1085,S2085,Medium,"You’re doing well, stay consistent.",9/17/2024,Fall 2024
I1086,S2086,Low,"You’re doing well, stay consistent.",8/28/2024,Fall 2024
I1087,S2087,High,Consider reaching out to your academic coach.,3/16/2025,Spring 2025
I1088,S2088,Low,"You’re doing well, stay consistent.",8/24/2025,Spring 2025
I1089,S2089,Low,Keep up the great work!,9/12/2024,Fall 2024
I1090,S2090,Low,"You’re doing well, stay consistent.",3/26/2025,Spring 2025
I1091,S2091,Low,Attendance could be improved.,12/25/2024,Fall 2024
I1092,S2092,High,"You’re doing well, stay consistent.",10/19/2025,Spring 2025
I1093,S2093,Medium,Keep up the great work!,2/18/2025,Spring 2025
I1094,S2094,High,"You’re doing well, stay consistent.",9/12/2024,Fall 2024
I1095,S2095,Medium,"You’re doing well, stay consistent.",7/18/2025,Spring 2025
I1096,S2096,Low,Attendance could be improved.,6/8/2025,Spring 2025
I1097,S2097,High,"You’re doing well, stay consistent.",1/1/2025,Spring 2025
I1098,S2098,Low,Attendance could be improved.,7/2/2024,Fall 2024
I1099,S2099,Low,Attendance could be improved.,5/15/2025,Spring 2025
I1100,S2100,Medium,Attendance could be improved.,8/3/2025,Spring 2025
I1101,S2101,Low,Consider reaching out to your academic coach.,4/15/2024,Spring 2024
I1102,S2102,Medium,Keep up the great work!,5/29/2025,Spring 2025
I1103,S2103,Low,Keep up the great work!,1/5/2025,Spring 2025
I1104,S2104,Low,Attendance could be improved.,4/16/2025,Spring 2025
I1105,S2105,Low,Consider reaching out to your academic coach.,3/1/2024,Spring 2024
I1106,S2106,Low,Attendance could be improved.,6/18/2024,Fall 2024
I1107,S2107,Low,Attendance could be improved.,8/5/2024,Fall 2024
I1108,S2108,Low,Consider reaching out to your academic coach.,8/13/2025,Spring 2025
I1109,S2109,High,"You’re doing well, stay consistent.",2/29/2024,Spring 2024
I1110,S2110,Low,"You’re doing well, stay consistent.",1/20/2025,Spring 2025
I1111,S2111,Medium,Consider reaching out to your academic coach.,3/2/2024,Spring 2024
I1112,S2112,Low,Keep up the great work!,7/18/2024,Fall 2024
I1113,S2113,Low,Keep up the great work!,8/9/2025,Spring 2025
I1114,S2114,Low,Consider reaching out to your academic coach.,4/12/2025,Spring 2025
I1115,S2115,Medium,Keep up the great work!,7/31/2025,Spring 2025
I1116,S2116,Low,"You’re doing well, stay consistent.",2/28/2025,Spring 2025
I1117,S2117,High,"You’re doing well, stay consistent.",11/17/2024,Fall 2024
I1118,S2118,Medium,Attendance could be improved.,9/25/2024,Fall 2024
I1119,S2119,Low,Keep up the great work!,6/22/2024,Fall 2024
I1120,S2120,Medium,Consider reaching out to your academic coach.,6/9/2025,Spring 2025
I1121,S2121,Low,"You’re doing well, stay consistent.",3/23/2024,Spring 2024
I1122,S2122,Low,Attendance could be improved.,9/23/2024,Fall 2024
I1123,S2123,Low,"You’re doing well, stay consistent.",6/14/2025,Spring 2025
I1124,S2124,Low,Attendance could be improved.,9/3/2024,Fall 2024
I1125,S2125,Low,Keep up the great work!,5/8/2025,Spring 2025
I1126,S2126,Low,Consider reaching out to your academic coach.,10/14/2024,Fall 2024
I1127,S2127,Low,Attendance could be improved.,9/10/2025,Spring 2025
I1128,S2128,Medium,Consider reaching out to your academic coach.,4/9/2024,Spring 2024
I1129,S2129,Low,Attendance could be improved.,8/14/2024,Fall 2024
I1130,S2130,Low,Keep up the great work!,8/12/2024,Fall 2024
I1131,S2131,Medium,Consider reaching out to your academic coach.,7/6/2025,Spring 2025
I1132,S2132,Medium,"You’re doing well, stay consistent.",3/3/2024,Spring 2024
I1133,S2133,Low,Consider reaching out to your academic coach.,6/30/2025,Spring 2025
I1134,S2134,Low,Consider reaching out to your academic coach.,2/27/2024,Spring 2024
I1135,S2135,Low,Keep up the great work!,7/1/2024,Fall 2024
I1136,S2136,High,Consider reaching out to your academic coach.,6/20/2024,Fall 2024
I1137,S2137,Low,Keep up the great work!,7/6/2025,Spring 2025
I1138,S2138,Low,Attendance could be improved.,5/27/2025,Spring 2025
I1139,S2139,Medium,Keep up the great work!,10/4/2024,Fall 2024
I1140,S2140,Low,Consider reaching out to your academic coach.,5/3/2024,Spring 2024
I1141,S2141,High,Attendance could be improved.,7/23/2024,Fall 2024
I1142,S2142,Low,"You’re doing well, stay consistent.",2/2/2024,Spring 2024
I1143,S2143,Low,"You’re doing well, stay consistent.",8/28/2025,Spring 2025
I1144,S2144,Medium,Consider reaching out to your academic coach.,2/27/2025,Spring 2025
I1145,S2145,Low,Attendance could be improved.,5/24/2025,Spring 2025
I1146,S2146,High,Consider reaching out to your academic coach.,1/5/2025,Spring 2025
I1147,S2147,High,"You’re doing well, stay consistent.",6/12/2024,Fall 2024
I1148,S2148,Medium,"You’re doing well, stay consistent.",10/12/2025,Spring 2025
I1149,S2149,Low,Consider reaching out to your academic coach.,1/30/2025,Spring 2025
I1150,S2150,Low,"You’re doing well, stay consistent.",6/30/2025,Spring 2025
I1151,S2151,Low,Attendance could be improved.,10/2/2024,Fall 2024
I1152,S2152,Low,Attendance could be improved.,3/9/2024,Spring 2024
I1153,S2153,Medium,Attendance could be improved.,8/2/2024,Fall 2024
I1154,S2154,High,"You’re doing well, stay consistent.",11/20/2024,Fall 2024
I1155,S2155,Medium,Keep up the great work!,10/2/2024,Fall 2024
I1156,S2156,Medium,"You’re doing well, stay consistent.",9/6/2025,Spring 2025
I1157,S2157,Low,Attendance could be improved.,7/20/2024,Fall 2024
I1158,S2158,Low,Keep up the great work!,9/4/2025,Spring 2025
I1159,S2159,Medium,Keep up the great work!,5/25/2024,Spring 2024
I1160,S2160,Low,Keep up the great work!,5/27/2025,Spring 2025
I1161,S2161,High,Keep up the great work!,9/26/2025,Spring 2025
I1162,S2162,Low,Consider reaching out to your academic coach.,5/13/2025,Spring 2025
I1163,S2163,Low,Keep up the great work!,4/9/2025,Spring 2025
I1164,S2164,Medium,Consider reaching out to your academic coach.,4/12/2024,Spring 2024
I1165,S2165,Low,Keep up the great work!,6/9/2025,Spring 2025
I1166,S2166,Low,Keep up the great work!,1/7/2025,Spring 2025
I1167,S2167,High,Attendance could be improved.,9/4/2025,Spring 2025
I1168,S2168,Medium,Attendance could be improved.,3/25/2024,Spring 2024
I1169,S2169,Low,Keep up the great work!,6/4/2025,Spring 2025
I1170,S2170,Low,Consider reaching out to your academic coach.,1/21/2025,Spring 2025
I1171,S2171,Low,Keep up the great work!,5/29/2025,Spring 2025
I1172,S2172,Low,Consider reaching out to your academic coach.,11/8/2024,Fall 2024
I1173,S2173,Low,Keep up the great work!,5/20/2025,Spring 2025
I1174,S2174,Low,"You’re doing well, stay consistent.",10/2/2025,Spring 2025
I1175,S2175,Low,Consider reaching out to your academic coach.,5/28/2024,Spring 2024
I1176,S2176,Medium,Attendance could be improved.,7/8/2024,Fall 2024
I1177,S2177,Low,Attendance could be improved.,11/6/2024,Fall 2024
I1178,S2178,High,Attendance could be improved.,2/13/2025,Spring 2025
I1179,S2179,Medium,Keep up the great work!,10/31/2024,Fall 2024
I1180,S2180,High,Keep up the great work!,1/2/2025,Spring 2025
I1181,S2181,High,Keep up the great work!,1/10/2025,Spring 2025
I1182,S2182,Low,"You’re doing well, stay consistent.",10/14/2024,Fall 2024
I1183,S2183,Medium,Consider reaching out to your academic coach.,6/29/2025,Spring 2025
I1184,S2184,Low,Consider reaching out to your academic coach.,8/23/2024,Fall 2024
I1185,S2185,Medium,"You’re doing well, stay consistent.",6/25/2025,Spring 2025
I1186,S2186,Medium,Consider reaching out to your academic coach.,3/22/2024,Spring 2024
I1187,S2187,Medium,Consider reaching out to your academic coach.,8/13/2025,Spring 2025
I1188,S2188,Medium,Keep up the great work!,5/3/2024,Spring 2024
I1189,S2189,Medium,Keep up the great work!,7/1/2024,Fall 2024
I1190,S2190,Medium,Consider reaching out to your academic coach.,12/31/2024,Spring 2025
I1191,S2191,High,Consider reaching out to your academic coach.,12/7/2024,Fall 2024
I1192,S2192,High,Consider reaching out to your academic coach.,4/27/2025,Spring 2025
I1193,S2193,Medium,"You’re doing well, stay consistent.",9/23/2024,Fall 2024
I1194,S2194,High,Attendance could be improved.,2/15/2024,Spring 2024
I1195,S2195,High,Attendance could be improved.,2/26/2025,Spring 2025
I1196,S2196,Low,Consider reaching out to your academic coach.,1/27/2024,Spring 2024
I1197,S2197,Medium,Attendance could be improved.,8/22/2024,Fall 2024
I1198,S2198,High,Consider reaching out to your academic coach.,11/25/2024,Fall 2024
I1199,S2199,High,Keep up the great work!,1/28/2025,Spring 2025
I1200,S2200,High,"You’re doing well, stay consistent.",1/25/2025,Spring 2025
I1201,S2201,Low,Consider reaching out to your academic coach.,2/26/2025,Spring 2025
I1202,S2202,Medium,Keep up the great work!,2/8/2025,Spring 2025
I1203,S2203,Low,Attendance could be improved.,4/28/2025,Spring 2025
I1204,S2204,Medium,Keep up the great work!,2/3/2025,Spring 2025
I1205,S2205,Medium,Consider reaching out to your academic coach.,9/4/2024,Fall 2024
I1206,S2206,Low,Consider reaching out to your academic coach.,9/12/2025,Spring 2025
I1207,S2207,Low,Keep up the great work!,5/23/2025,Spring 2025
I1208,S2208,Low,Consider reaching out to your academic coach.,10/19/2025,Spring 2025
I1209,S2209,Low,Attendance could be improved.,1/17/2025,Spring 2025
